Genome project,Gene stable ID,Transcript stable ID,Gene name,Gene description
brugia_malayi_prjna10729,WBGene00224037,Bm3776.1,Bm3776,tRNA:m(4)X modification enzyme TRM13  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EX06]
brugia_malayi_prjna10729,WBGene00224038,Bm3777.1,Bma-thoc-3,Bm3777  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N9H5]
brugia_malayi_prjna10729,WBGene00224039,Bm3778a.1,Bm3778,3-oxoacyl-[acyl-carrier-protein] reductase  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLC3]
brugia_malayi_prjna10729,WBGene00224039,Bm3778b.1,Bm3778,3-oxoacyl-[acyl-carrier-protein] reductase  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLC3]
brugia_malayi_prjna10729,WBGene00224040,Bm3779.1,Bma-twk-43,
brugia_malayi_prjna10729,WBGene00224041,Bm3780.1,Bma-let-858,BMA-LET-858  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JBT5]
brugia_malayi_prjna10729,WBGene00224042,Bm3781.1,Bma-cey-1,Cold-shock DNA-binding domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FFQ2]
brugia_malayi_prjna10729,WBGene00224042,Bm3781.2,Bma-cey-1,Cold-shock DNA-binding domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FFQ2]
brugia_malayi_prjna10729,WBGene00224043,Bm3782a.1,Bm3782,Bm3782  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PL84]
brugia_malayi_prjna10729,WBGene00224043,Bm3782b.1,Bm3782,Bm3782  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PL84]
brugia_malayi_prjna10729,WBGene00224044,Bm3783.1,Bma-sdhd-1,Succinate dehydrogenase [ubiquinone] cytochrome b small subunit  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F9Z7]
brugia_malayi_prjna10729,WBGene00224045,Bm3784.1,Bma-ilkp-1,Bm3784; Protein phosphatase 2C containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JBT9]
brugia_malayi_prjna10729,WBGene00224046,Bm3785.1,Bma-atrn-1,BMA-TAG-53; CUB domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SBB2]
brugia_malayi_prjna10729,WBGene00224047,Bm3786.1,Bma-tsp-8,Tetraspanin  [Source:UniProtKB/TrEMBL;Acc:A0A0J9Y635]
brugia_malayi_prjna10729,WBGene00224048,Bm3787a.1,Bma-nhr-8,BMA-NHR-8  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S7J2]
brugia_malayi_prjna10729,WBGene00224048,Bm3787b.1,Bma-nhr-8,BMA-NHR-8  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S7J2]
brugia_malayi_prjna10729,WBGene00224049,Bm3788.1,Bma-itr-1,BMA-ITR-1  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S2G8]
brugia_malayi_prjna10729,WBGene00224050,Bm3789a.1,Bm3789,Sphingolipid 4-desaturase  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EU86]
brugia_malayi_prjna10729,WBGene00224050,Bm3789b.1,Bm3789,Sphingolipid 4-desaturase  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EU86]
brugia_malayi_prjna10729,WBGene00224052,Bm3791.1,Bma-emc-6,ER membrane protein complex subunit 6  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JBU7]
brugia_malayi_prjna10729,WBGene00224053,Bm3792.1,Bma-mrps-24,BMA-MRPS-24  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F468]
brugia_malayi_prjna10729,WBGene00224053,Bm3792.2,Bma-mrps-24,BMA-MRPS-24  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F468]
brugia_malayi_prjna10729,WBGene00224054,Bm3793.1,Bma-ceh-12,"BMA-CEH-12; Homeobox protein ceh-12, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JBU9]"
brugia_malayi_prjna10729,WBGene00224055,Bm3794a.1,Bma-twk-47,"BMA-TWK-47; T-cell receptor beta chain ANA 11, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SCW9]"
brugia_malayi_prjna10729,WBGene00224055,Bm3794b.1,Bma-twk-47,"BMA-TWK-47; T-cell receptor beta chain ANA 11, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SCW9]"
brugia_malayi_prjna10729,WBGene00224056,Bm3795.1,Bma-gpaa-1,Glycosylphosphatidylinositol anchor attachment 1 (GPAA1)-like  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FJE9]
brugia_malayi_prjna10729,WBGene00224057,Bm3796a.1,Bm3796,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FNH6]
brugia_malayi_prjna10729,WBGene00224057,Bm3796b.1,Bm3796,Major sperm protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FNH6]
brugia_malayi_prjna10729,WBGene00224058,Bm3797.1,Bma-dhhc-3,Palmitoyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SRE9]
brugia_malayi_prjna10729,WBGene00224059,Bm3798a.1,Bma-dlk-1,Mitogen-activated protein kinase kinase kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1P6BZ20]
brugia_malayi_prjna10729,WBGene00224059,Bm3798b.1,Bma-dlk-1,Mitogen-activated protein kinase kinase kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1P6BZ20]
brugia_malayi_prjna10729,WBGene00224059,Bm3798c.1,Bma-dlk-1,Mitogen-activated protein kinase kinase kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1P6BZ20]
brugia_malayi_prjna10729,WBGene00224061,Bm3800.1,Bma-wdr-83,Bm3800; WD_REPEATS_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JBW1]
brugia_malayi_prjna10729,WBGene00224062,Bm3801a.1,Bm3801,"Bm3801, isoform a; Bm3801, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F413]"
brugia_malayi_prjna10729,WBGene00224062,Bm3801b.1,Bm3801,"Bm3801, isoform a; Bm3801, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F413]"
brugia_malayi_prjna10729,WBGene00224062,Bm3801b.2,Bm3801,"Bm3801, isoform a; Bm3801, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F413]"
brugia_malayi_prjna10729,WBGene00224062,Bm3801c.1,Bm3801,"Bm3801, isoform a; Bm3801, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F413]"
brugia_malayi_prjna10729,WBGene00224063,Bm3802.1,Bma-golg-2,Bm3802  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XY43]
brugia_malayi_prjna10729,WBGene00224064,Bm3803.1,Bm3803,PPM-type phosphatase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FDK2]
brugia_malayi_prjna10729,WBGene00224065,Bm3804.1,Bma-daf-19,RFX DNA-binding domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F943]
brugia_malayi_prjna10729,WBGene00224066,Bm3805.1,Bma-wbp-11,Bm3805  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JBW7]
brugia_malayi_prjna10729,WBGene00224067,Bm3806.1,Bm3806,Bm3806  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SFU3]
brugia_malayi_prjna10729,WBGene00224068,Bm3807a.1,Bma-dog-1,"BRCA1-binding helicase-like protein BACH1, putative  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLF0]"
brugia_malayi_prjna10729,WBGene00224068,Bm3807b.1,Bma-dog-1,"BRCA1-binding helicase-like protein BACH1, putative  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLF0]"
brugia_malayi_prjna10729,WBGene00224070,Bm3809.1,Bma-pole-1,DNA polymerase epsilon catalytic subunit  [Source:UniProtKB/TrEMBL;Acc:A0A1I9G5U6]
brugia_malayi_prjna10729,WBGene00224071,Bm3810.1,Bma-ncbp-1.2,80 kDa nuclear cap-binding protein  [Source:UniProtKB/TrEMBL;Acc:A0A0J9Y663]
brugia_malayi_prjna10729,WBGene00224072,Bm3811.1,Bm3811,Bm3811  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N741]
brugia_malayi_prjna10729,WBGene00224073,Bm3812.1,Bma-sup-9,Two pore potassium channel protein sup-9  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SFX6]
brugia_malayi_prjna10729,WBGene00224074,Bm3813.1,Bma-evl-18,BMA-EVL-18  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S3G4]
brugia_malayi_prjna10729,WBGene00224075,Bm3814.1,Bma-lin-48,BMA-LIN-48  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S1Y7]
brugia_malayi_prjna10729,WBGene00224078,Bm3817.1,Bm3817,"I-connectin, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F108]"
brugia_malayi_prjna10729,WBGene00224079,Bm3818a.1,Bm3818,"BMA-ERP-1, isoform e  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XVG7]"
brugia_malayi_prjna10729,WBGene00224079,Bm3818b.1,Bm3818,"BMA-ERP-1, isoform e  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XVG7]"
brugia_malayi_prjna10729,WBGene00224079,Bm3818e.1,Bm3818,"BMA-ERP-1, isoform e  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XVG7]"
brugia_malayi_prjna10729,WBGene00224079,Bm3818f.1,Bm3818,"BMA-ERP-1, isoform e  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XVG7]"
brugia_malayi_prjna10729,WBGene00224080,Bm3819.1,Bma-ptrn-1,"Prion-like-, putative  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PL20]"
brugia_malayi_prjna10729,WBGene00224080,Bm3819.2,Bma-ptrn-1,"Prion-like-, putative  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PL20]"
brugia_malayi_prjna10729,WBGene00224081,Bm3820a.1,Bm3820,"Bm3820, isoform a; Bm3820, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9F6]"
brugia_malayi_prjna10729,WBGene00224081,Bm3820b.1,Bm3820,"Bm3820, isoform a; Bm3820, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9F6]"
brugia_malayi_prjna10729,WBGene00224081,Bm3820b.2,Bm3820,"Bm3820, isoform a; Bm3820, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9F6]"
brugia_malayi_prjna10729,WBGene00224081,Bm3820c.1,Bm3820,"Bm3820, isoform a; Bm3820, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9F6]"
brugia_malayi_prjna10729,WBGene00224081,Bm3820d.1,Bm3820,"Bm3820, isoform a; Bm3820, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9F6]"
brugia_malayi_prjna10729,WBGene00224081,Bm3820g.1,Bm3820,"Bm3820, isoform a; Bm3820, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9F6]"
brugia_malayi_prjna10729,WBGene00224081,Bm3820h.1,Bm3820,"Bm3820, isoform a; Bm3820, isoform d  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9F6]"
brugia_malayi_prjna10729,WBGene00224082,Bm3821.1,Bm3821,Kunitz/Bovine pancreatic trypsin inhibitor domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FRW3]
brugia_malayi_prjna10729,WBGene00224083,Bm3822.1,Bm3822,Bursicon  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JBZ8]
brugia_malayi_prjna10729,WBGene00224084,Bm3823a.1,Bm3823,"Bm3823, isoform a  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC00]"
brugia_malayi_prjna10729,WBGene00224084,Bm3823b.1,Bm3823,"Bm3823, isoform a  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC00]"
brugia_malayi_prjna10729,WBGene00224084,Bm3823c.1,Bm3823,"Bm3823, isoform a  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC00]"
brugia_malayi_prjna10729,WBGene00224085,Bm3824.1,Bm3824,Bm3824; SNARE domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S8X4]
brugia_malayi_prjna10729,WBGene00224088,Bm3827.1,Bm3827,Bm3827  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC05]
brugia_malayi_prjna10729,WBGene00224089,Bm3828.1,Bm3828,Bm3828  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC06]
brugia_malayi_prjna10729,WBGene00224090,Bm3829.1,Bm3829,"Mucin, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FM38]"
brugia_malayi_prjna10729,WBGene00224091,Bm3830.1,Bm3830,BMA-NCX-4  [Source:UniProtKB/TrEMBL;Acc:A0A0I9R3A4]
brugia_malayi_prjna10729,WBGene00224092,Bm3831.1,Bm3831,Activin_recp domain-containing protein; BMA-PQN-24  [Source:UniProtKB/TrEMBL;Acc:A0A0I9NB15]
brugia_malayi_prjna10729,WBGene00224093,Bm3832.1,Bm3832,Bm3832; EGF-like domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC11]
brugia_malayi_prjna10729,WBGene00224094,Bm3833a.1,Bma-mks-3,"MGC26979 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FEU5]"
brugia_malayi_prjna10729,WBGene00224094,Bm3833b.1,Bma-mks-3,"MGC26979 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FEU5]"
brugia_malayi_prjna10729,WBGene00224095,Bm3834a.1,Bma-syd-1,"Synapse defective protein 1, isoform a, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FRB1]"
brugia_malayi_prjna10729,WBGene00224095,Bm3834b.1,Bma-syd-1,"Synapse defective protein 1, isoform a, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FRB1]"
brugia_malayi_prjna10729,WBGene00224095,Bm3834c.1,Bma-syd-1,"Synapse defective protein 1, isoform a, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FRB1]"
brugia_malayi_prjna10729,WBGene00224096,Bm3835.1,Bma-fem-1,"BMA-FEM-1; Sex-determining protein fem-1, putative  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC15]"
brugia_malayi_prjna10729,WBGene00224097,Bm3836.1,Bm3836,Bm3836  [Source:UniProtKB/TrEMBL;Acc:A0A0I9R2Z9]
brugia_malayi_prjna10729,WBGene00224098,Bm3837.1,Bma-coa-3,Bm3837  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S6U9]
brugia_malayi_prjna10729,WBGene00224099,Bm3838a.1,Bma-che-10,PQQ enzyme repeat family protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FDX5]
brugia_malayi_prjna10729,WBGene00224099,Bm3838b.1,Bma-che-10,PQQ enzyme repeat family protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FDX5]
brugia_malayi_prjna10729,WBGene00224100,Bm3839.1,Bm3839,Bm3839  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC22]
brugia_malayi_prjna10729,WBGene00224101,Bm3840a.1,Bma-cdc-73,"RNA pol II accessory factor, Cdc73 family protein  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KFB4]"
brugia_malayi_prjna10729,WBGene00224101,Bm3840b.1,Bma-cdc-73,"RNA pol II accessory factor, Cdc73 family protein  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KFB4]"
brugia_malayi_prjna10729,WBGene00224102,Bm3841.1,Bm3841,Sulfhydryl oxidase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S433]
brugia_malayi_prjna10729,WBGene00224103,Bm3842a.1,Bma-marb-1,Isochorismatase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FPA1]
brugia_malayi_prjna10729,WBGene00224103,Bm3842b.1,Bma-marb-1,Isochorismatase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FPA1]
brugia_malayi_prjna10729,WBGene00224104,Bm3843.1,Bm3843,Procollagen-proline 4-dioxygenase  [Source:UniProtKB/TrEMBL;Acc:A0A1P6BZ71]
brugia_malayi_prjna10729,WBGene00224105,Bm3844.1,Bma-ttr-38.1,Transthyretin-like family protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FAH8]
brugia_malayi_prjna10729,WBGene00224106,Bm3845.1,Bma-mlcd-1,"Bm3845, isoform c; Putative malonyl-CoA decarboxylase  [Source:UniProtKB/TrEMBL;Acc:A0A1P6C008]"
brugia_malayi_prjna10729,WBGene00224107,Bm3846a.1,Bma-wdr-48,WD repeat-containing protein 48 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC31]
brugia_malayi_prjna10729,WBGene00224107,Bm3846b.1,Bma-wdr-48,WD repeat-containing protein 48 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC31]
brugia_malayi_prjna10729,WBGene00224108,Bm3847.1,Bma-mab-21,Bm3847  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC34]
brugia_malayi_prjna10729,WBGene00224109,Bm3848.1,Bm3848,Bm3848  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SKM8]
brugia_malayi_prjna10729,WBGene00224111,Bm3850.1,Bma-exc-7,BMA-EXC-7  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC44]
brugia_malayi_prjna10729,WBGene00224112,Bm3851.1,Bma-vha-5,V-type proton ATPase subunit a  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S154]
brugia_malayi_prjna10729,WBGene00224113,Bm3852.1,Bma-nprl-3,BMA-NPRL-3  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC46]
brugia_malayi_prjna10729,WBGene00224114,Bm3853.1,Bm3853,
brugia_malayi_prjna10729,WBGene00224115,Bm3854.1,Bm3854,SCHIP-1 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9EZ03]
brugia_malayi_prjna10729,WBGene00224116,Bm3855a.1,Bma-tbc-11,BMA-TBC-11  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLK9]
brugia_malayi_prjna10729,WBGene00224116,Bm3855b.1,Bma-tbc-11,BMA-TBC-11  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLK9]
brugia_malayi_prjna10729,WBGene00224116,Bm3855c.1,Bma-tbc-11,BMA-TBC-11  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLK9]
brugia_malayi_prjna10729,WBGene00224116,Bm3855d.1,Bma-tbc-11,BMA-TBC-11  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLK9]
brugia_malayi_prjna10729,WBGene00224117,Bm3856a.1,Bma-sel-12,Presenilin  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S0W0]
brugia_malayi_prjna10729,WBGene00224117,Bm3856b.1,Bma-sel-12,Presenilin  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S0W0]
brugia_malayi_prjna10729,WBGene00224118,Bm3857a.1,Bma-pifk-1,"BMA-PIFK-1, isoform a; BMA-PIFK-1, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N4P5]"
brugia_malayi_prjna10729,WBGene00224118,Bm3857b.1,Bma-pifk-1,"BMA-PIFK-1, isoform a; BMA-PIFK-1, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N4P5]"
brugia_malayi_prjna10729,WBGene00224119,Bm3858.1,Bm3858,Dus domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FID8]
brugia_malayi_prjna10729,WBGene00224120,Bm3859.1,Bma-smg-8,
brugia_malayi_prjna10729,WBGene00224121,Bm3860.1,Bma-phip-1.2,"Sex-regulated protein janus-A, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FLP5]"
brugia_malayi_prjna10729,WBGene00224122,Bm3861.1,Bm3861,GDSL-like Lipase/Acylhydrolase family protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FEB1]
brugia_malayi_prjna10729,WBGene00224123,Bm3862a.1,Bm3862,"Bm3862, isoform a; Bm3862, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC57]"
brugia_malayi_prjna10729,WBGene00224123,Bm3862b.1,Bm3862,"Bm3862, isoform a; Bm3862, isoform b  [Source:UniProtKB/TrEMBL;Acc:A0A0K0JC57]"
brugia_malayi_prjna10729,WBGene00224124,Bm3863a.1,Bma-ubr-5,Bm3863  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLL6]
brugia_malayi_prjna10729,WBGene00224124,Bm3863b.1,Bma-ubr-5,Bm3863  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLL6]
brugia_malayi_prjna10729,WBGene00224125,Bm3864.1,Bma-ama-1,DNA-directed RNA polymerase subunit  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S9G0]
brugia_malayi_prjna10729,WBGene00224126,Bm3865a.1,Bma-madf-2.2,"Microcephalin., putative  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PL54]"
brugia_malayi_prjna10729,WBGene00224126,Bm3865b.1,Bma-madf-2.2,"Microcephalin., putative  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PL54]"
brugia_malayi_prjna10729,WBGene00224127,Bm3866.1,Bma-trpp-4,Trafficking protein particle complex subunit  [Source:UniProtKB/TrEMBL;Acc:A0A0J9YA85]
brugia_malayi_prjna10729,WBGene00224128,Bm3867a.1,Bma-hum-2,"Bm3868; Heavy chain, unconventional myosin protein 2, isoform a, putative  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F3T1]"
brugia_malayi_prjna10729,WBGene00224128,Bm3867b.1,Bma-hum-2,"Bm3868; Heavy chain, unconventional myosin protein 2, isoform a, putative  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F3T1]"
brugia_malayi_prjna10729,WBGene00224128,Bm3867c.1,Bma-hum-2,"Bm3868; Heavy chain, unconventional myosin protein 2, isoform a, putative  [Source:UniProtKB/TrEMBL;Acc:A0A1U7F3T1]"
brugia_malayi_prjna10729,WBGene00224130,Bm3869a.1,Bm3869,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FP66]
brugia_malayi_prjna10729,WBGene00224130,Bm3869b.1,Bm3869,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FP66]
brugia_malayi_prjna10729,WBGene00224130,Bm3869c.1,Bm3869,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FP66]
brugia_malayi_prjna10729,WBGene00224130,Bm3869d.1,Bm3869,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FP66]
brugia_malayi_prjna10729,WBGene00224131,Bm3870a.1,Bm3870,"CGI-146 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FTD7]"
brugia_malayi_prjna10729,WBGene00224131,Bm3870b.1,Bm3870,"CGI-146 protein, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FTD7]"
brugia_malayi_prjna10729,WBGene00224132,Bm3871a.1,Bma-rbpl-1,BMA-TAG-214  [Source:UniProtKB/TrEMBL;Acc:A0A0J9Y428]
brugia_malayi_prjna10729,WBGene00224132,Bm3871b.1,Bma-rbpl-1,BMA-TAG-214  [Source:UniProtKB/TrEMBL;Acc:A0A0J9Y428]
brugia_malayi_prjna10729,WBGene00224133,Bm3872.1,Bma-syx-7,BMA-SYX-7; SNARE domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S2X7]
brugia_malayi_prjna10729,WBGene00224134,Bm3873.1,Bma-tax-2,Cyclic nucleotide-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A4E9FEJ1]
brugia_malayi_prjna10729,WBGene00224135,Bm3874.1,Bma-fcp-1,RNA polymerase II subunit A C-terminal domain phosphatase  [Source:UniProtKB/TrEMBL;Acc:A0A0H5SGE9]
brugia_malayi_prjna10729,WBGene00224137,Bm3876.1,Bm3876,Phospholipid-transporting ATPase  [Source:UniProtKB/TrEMBL;Acc:A0A0I9N3L9]
brugia_malayi_prjna10729,WBGene00224138,Bm3877.1,Bma-ent-6,BMA-ENT-7  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S352]
brugia_malayi_prjna10729,WBGene00224139,Bm3878.1,Bm3878,
brugia_malayi_prjna10729,WBGene00224141,Bm3880.1,Bm3880,Bm3880  [Source:UniProtKB/TrEMBL;Acc:A0A0H5S5P5]
brugia_malayi_prjna10729,WBGene00224142,Bm3881.1,Bm3881,Bm3881  [Source:UniProtKB/TrEMBL;Acc:A0A0J9XY84]
brugia_malayi_prjna10729,WBGene00224143,Bm3882.1,Bm3882,"Hypothetical 54.7 kDa protein F37A4.1 in chromosome III, putative  [Source:UniProtKB/TrEMBL;Acc:A0A4E9F909]"
brugia_malayi_prjna10729,WBGene00224144,Bm3883.1,Bm3883,Bm3883  [Source:UniProtKB/TrEMBL;Acc:A0A0J9Y621]
brugia_malayi_prjna10729,WBGene00224145,Bm3884a.1,Bma-rbf-1,C2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A7I4NM05]
brugia_malayi_prjna10729,WBGene00224145,Bm3884b.1,Bma-rbf-1,C2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A7I4NM05]
brugia_malayi_prjna10729,WBGene00224145,Bm3884c.1,Bma-rbf-1,C2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A7I4NM05]
brugia_malayi_prjna10729,WBGene00224145,Bm3884d.1,Bma-rbf-1,C2 domain containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A7I4NM05]
brugia_malayi_prjna10729,WBGene00224146,Bm3885a.1,Bma-isw-1,"BMA-ISW-1; Potential global transcription activator SNF2L, putative  [Source:UniProtKB/TrEMBL;Acc:A0A1P6BZC0]"
brugia_malayi_prjna10729,WBGene00224146,Bm3885b.1,Bma-isw-1,"BMA-ISW-1; Potential global transcription activator SNF2L, putative  [Source:UniProtKB/TrEMBL;Acc:A0A1P6BZC0]"
brugia_malayi_prjna10729,WBGene00224147,Bm3886.1,Bma-bath-41,BMA-BATH-41  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLL2]
brugia_malayi_prjna10729,WBGene00224147,Bm3886.2,Bma-bath-41,BMA-BATH-41  [Source:UniProtKB/TrEMBL;Acc:A0A5S6PLL2]
brugia_malayi_prjna10729,WBGene00224148,Bm3887.1,Bm3887,
brugia_malayi_prjna10729,WBGene00224149,Bm3888a.1,Bm3888,Bm3888  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KFI8]
brugia_malayi_prjna10729,WBGene00224149,Bm3888b.1,Bm3888,Bm3888  [Source:UniProtKB/TrEMBL;Acc:A0A7I4KFI8]
brugia_malayi_prjna10729,WBGene00224150,Bm3889a.1,Bma-gcs-1,Glutamate--cysteine ligase  [Source:UniProtKB/TrEMBL;Acc:A0A158T1F1]
brugia_malayi_prjna10729,WBGene00224150,Bm3889a.2,Bma-gcs-1,Glutamate--cysteine ligase  [Source:UniProtKB/TrEMBL;Acc:A0A158T1F1]
brugia_malayi_prjna10729,WBGene00224150,Bm3889b.1,Bma-gcs-1,Glutamate--cysteine ligase  [Source:UniProtKB/TrEMBL;Acc:A0A158T1F1]
