bma_genome_project,bma_gene_ID,cel_gene_ID,cel_gene_name
brugia_malayi_prjna10729,WBGene00222425,WBGene00004950,sox-3
brugia_malayi_prjna10729,WBGene00222426,,
brugia_malayi_prjna10729,WBGene00222427,WBGene00015733,C13B9.2
brugia_malayi_prjna10729,WBGene00222428,WBGene00015734,copd-1
brugia_malayi_prjna10729,WBGene00222429,WBGene00015735,pdfr-1
brugia_malayi_prjna10729,WBGene00222431,WBGene00013739,spin-4
brugia_malayi_prjna10729,WBGene00222432,WBGene00000287,cal-3
brugia_malayi_prjna10729,WBGene00222433,WBGene00007552,C13C12.2
brugia_malayi_prjna10729,WBGene00222434,,
brugia_malayi_prjna10729,WBGene00222436,WBGene00015743,soap-1
brugia_malayi_prjna10729,WBGene00222437,WBGene00015744,C13F10.5
brugia_malayi_prjna10729,WBGene00222438,,
brugia_malayi_prjna10729,WBGene00222439,WBGene00001991,hot-6
brugia_malayi_prjna10729,WBGene00222440,WBGene00007554,pptr-2
brugia_malayi_prjna10729,WBGene00222441,WBGene00000439,ceh-16
brugia_malayi_prjna10729,WBGene00222442,WBGene00000933,dap-3
brugia_malayi_prjna10729,WBGene00222443,WBGene00007556,algn-9
brugia_malayi_prjna10729,WBGene00222444,WBGene00000796,crn-3
brugia_malayi_prjna10729,WBGene00222445,WBGene00007559,C14A4.8
brugia_malayi_prjna10729,WBGene00222446,WBGene00006397,taf-13
brugia_malayi_prjna10729,WBGene00222447,WBGene00007561,ccm-3
brugia_malayi_prjna10729,WBGene00222448,WBGene00007562,C14A4.12
brugia_malayi_prjna10729,WBGene00222449,WBGene00007564,mrps-22
brugia_malayi_prjna10729,WBGene00222450,WBGene00006496,cgef-1
brugia_malayi_prjna10729,WBGene00222451,WBGene00006055,ssr-2
brugia_malayi_prjna10729,WBGene00222452,WBGene00007574,C14B1.3
brugia_malayi_prjna10729,WBGene00222454,WBGene00007581,alkb-8
brugia_malayi_prjna10729,WBGene00222456,WBGene00002011,hsp-12.2
brugia_malayi_prjna10729,WBGene00222456,WBGene00011906,hsp-12.1
brugia_malayi_prjna10729,WBGene00222458,WBGene00015752,C14B9.2
brugia_malayi_prjna10729,WBGene00222459,WBGene00004433,rpl-21
brugia_malayi_prjna10729,WBGene00222460,WBGene00015754,C14B9.8
brugia_malayi_prjna10729,WBGene00222461,WBGene00007587,mma-1
brugia_malayi_prjna10729,WBGene00222462,,
brugia_malayi_prjna10729,WBGene00222463,,
brugia_malayi_prjna10729,WBGene00222464,,
brugia_malayi_prjna10729,WBGene00222465,WBGene00015777,sfxn-2
brugia_malayi_prjna10729,WBGene00222466,WBGene00004774,sem-5
brugia_malayi_prjna10729,WBGene00222468,WBGene00015781,rml-3
brugia_malayi_prjna10729,WBGene00222469,WBGene00007591,zipt-13
brugia_malayi_prjna10729,WBGene00222470,WBGene00007592,C14H10.2
brugia_malayi_prjna10729,WBGene00222472,WBGene00004944,sol-1
brugia_malayi_prjna10729,WBGene00222473,,
brugia_malayi_prjna10729,WBGene00222474,WBGene00007603,popl-4
brugia_malayi_prjna10729,WBGene00222475,WBGene00015789,syx-6
brugia_malayi_prjna10729,WBGene00222476,WBGene00011503,gcc-2
brugia_malayi_prjna10729,WBGene00222477,WBGene00015791,bubl-1
brugia_malayi_prjna10729,WBGene00222478,WBGene00015793,pfut-1
brugia_malayi_prjna10729,WBGene00222479,WBGene00000521,cky-1
brugia_malayi_prjna10729,WBGene00222480,WBGene00015794,C15F1.1
brugia_malayi_prjna10729,WBGene00222481,WBGene00015795,C15F1.2
brugia_malayi_prjna10729,WBGene00222482,WBGene00004090,eif-2Bgamma
brugia_malayi_prjna10729,WBGene00222484,WBGene00000198,art-1
brugia_malayi_prjna10729,WBGene00222485,WBGene00015800,C15H9.4
brugia_malayi_prjna10729,WBGene00222486,WBGene00015801,C15H9.5
brugia_malayi_prjna10729,WBGene00222488,WBGene00004193,prx-3
brugia_malayi_prjna10729,WBGene00222489,WBGene00015803,C15H9.9
brugia_malayi_prjna10729,WBGene00222490,WBGene00000985,dhs-22
brugia_malayi_prjna10729,WBGene00222491,WBGene00003835,nxf-2
brugia_malayi_prjna10729,WBGene00222491,WBGene00003834,nxf-1
brugia_malayi_prjna10729,WBGene00222492,WBGene00007616,rpoa-12
brugia_malayi_prjna10729,WBGene00222494,WBGene00007617,rrbs-1
brugia_malayi_prjna10729,WBGene00222495,WBGene00015806,smrc-1
brugia_malayi_prjna10729,WBGene00222496,WBGene00015807,C16A3.2
brugia_malayi_prjna10729,WBGene00222497,WBGene00002850,let-716
brugia_malayi_prjna10729,WBGene00222498,WBGene00015810,C16A3.5
brugia_malayi_prjna10729,WBGene00222499,WBGene00007048,nfx-1
brugia_malayi_prjna10729,WBGene00222500,WBGene00015813,thoc-2
brugia_malayi_prjna10729,WBGene00222501,WBGene00015822,C16B8.2
brugia_malayi_prjna10729,WBGene00222502,WBGene00015824,C16B8.4
brugia_malayi_prjna10729,WBGene00222503,WBGene00001145,eat-16
brugia_malayi_prjna10729,WBGene00222504,WBGene00007620,ocrl-1
brugia_malayi_prjna10729,WBGene00222505,WBGene00007621,C16C2.4
brugia_malayi_prjna10729,WBGene00222506,WBGene00015841,skpo-2
brugia_malayi_prjna10729,WBGene00222507,WBGene00007622,C16C10.1
brugia_malayi_prjna10729,WBGene00222508,WBGene00007625,C16C10.4
brugia_malayi_prjna10729,WBGene00222509,WBGene00007626,rnf-121
brugia_malayi_prjna10729,WBGene00222510,WBGene00007627,ccdc-55
brugia_malayi_prjna10729,WBGene00222511,WBGene00004381,rnf-5
brugia_malayi_prjna10729,WBGene00222513,WBGene00006448,glod-4
brugia_malayi_prjna10729,WBGene00222514,,
brugia_malayi_prjna10729,WBGene00222515,WBGene00007635,npr-4
brugia_malayi_prjna10729,WBGene00222516,,
brugia_malayi_prjna10729,WBGene00222517,,
brugia_malayi_prjna10729,WBGene00222518,WBGene00015865,C16E9.1
brugia_malayi_prjna10729,WBGene00222519,WBGene00015866,C16E9.2
brugia_malayi_prjna10729,WBGene00222520,WBGene00002123,inx-1
brugia_malayi_prjna10729,WBGene00222521,WBGene00020366,acdh-10
brugia_malayi_prjna10729,WBGene00222521,WBGene00019406,acdh-8
brugia_malayi_prjna10729,WBGene00222522,WBGene00007637,dhhc-7
brugia_malayi_prjna10729,WBGene00222523,,
brugia_malayi_prjna10729,WBGene00222524,WBGene00004963,spe-9
brugia_malayi_prjna10729,WBGene00222525,WBGene00007643,3-Mar
brugia_malayi_prjna10729,WBGene00222526,WBGene00003904,pabp-2
brugia_malayi_prjna10729,WBGene00222527,WBGene00007645,C17E4.6
brugia_malayi_prjna10729,WBGene00222529,,
brugia_malayi_prjna10729,WBGene00222530,WBGene00007652,C17G1.5
brugia_malayi_prjna10729,WBGene00222531,WBGene00003553,nas-37
brugia_malayi_prjna10729,WBGene00222532,WBGene00023491,tsp-21
brugia_malayi_prjna10729,WBGene00222533,WBGene00015915,C17G10.1
brugia_malayi_prjna10729,WBGene00222534,WBGene00015916,ttc-4
brugia_malayi_prjna10729,WBGene00222535,WBGene00000383,cdc-14
brugia_malayi_prjna10729,WBGene00222536,WBGene00003096,lys-7
brugia_malayi_prjna10729,WBGene00222536,WBGene00003092,lys-3
brugia_malayi_prjna10729,WBGene00222536,WBGene00003090,lys-1
brugia_malayi_prjna10729,WBGene00222536,WBGene00003098,lys-9
brugia_malayi_prjna10729,WBGene00222536,WBGene00003097,lys-8
brugia_malayi_prjna10729,WBGene00222536,WBGene00003091,lys-2
brugia_malayi_prjna10729,WBGene00222538,,
brugia_malayi_prjna10729,WBGene00222539,WBGene00015407,C03H5.5
brugia_malayi_prjna10729,WBGene00222539,WBGene00015920,eif-3.L
brugia_malayi_prjna10729,WBGene00222540,WBGene00015926,C17H11.6
brugia_malayi_prjna10729,WBGene00222541,WBGene00015927,dyci-1
brugia_malayi_prjna10729,WBGene00222542,WBGene00015928,C17H12.2
brugia_malayi_prjna10729,WBGene00222543,WBGene00018526,F47B3.2
brugia_malayi_prjna10729,WBGene00222543,WBGene00018531,F47B3.7
brugia_malayi_prjna10729,WBGene00222543,WBGene00015929,C17H12.3
brugia_malayi_prjna10729,WBGene00222545,WBGene00015939,damt-1
brugia_malayi_prjna10729,WBGene00222546,WBGene00015941,C18A3.3
brugia_malayi_prjna10729,WBGene00222547,WBGene00015942,osta-2
brugia_malayi_prjna10729,WBGene00222548,WBGene00012904,tiar-2
brugia_malayi_prjna10729,WBGene00222549,WBGene00004267,rab-3
brugia_malayi_prjna10729,WBGene00222550,,
brugia_malayi_prjna10729,WBGene00222551,WBGene00001000,dim-1
brugia_malayi_prjna10729,WBGene00222552,WBGene00015954,C18B2.3
brugia_malayi_prjna10729,WBGene00222553,,
brugia_malayi_prjna10729,WBGene00222554,WBGene00007664,seb-3
brugia_malayi_prjna10729,WBGene00222555,WBGene00007666,C18B12.4
brugia_malayi_prjna10729,WBGene00222556,WBGene00007668,C18B12.6
brugia_malayi_prjna10729,WBGene00222557,,
brugia_malayi_prjna10729,WBGene00222559,WBGene00015969,glb-6
brugia_malayi_prjna10729,WBGene00222560,WBGene00002215,klc-2
brugia_malayi_prjna10729,WBGene00222561,WBGene00007670,stg-1
brugia_malayi_prjna10729,WBGene00222562,WBGene00007679,C18D11.1
brugia_malayi_prjna10729,WBGene00222563,WBGene00004705,rsp-8
brugia_malayi_prjna10729,WBGene00222564,WBGene00007683,C18E9.2
brugia_malayi_prjna10729,WBGene00222565,,
brugia_malayi_prjna10729,WBGene00222566,WBGene00007686,tomm-40
brugia_malayi_prjna10729,WBGene00222568,,
brugia_malayi_prjna10729,WBGene00222569,,
brugia_malayi_prjna10729,WBGene00222570,WBGene00015978,C18F10.7
brugia_malayi_prjna10729,WBGene00222572,,
brugia_malayi_prjna10729,WBGene00222573,WBGene00008473,E03H4.5
brugia_malayi_prjna10729,WBGene00222573,WBGene00018207,F39G3.2
brugia_malayi_prjna10729,WBGene00222573,WBGene00050875,bah-1
brugia_malayi_prjna10729,WBGene00222573,WBGene00015985,C18G1.7
brugia_malayi_prjna10729,WBGene00222573,WBGene00011786,T15D6.12
brugia_malayi_prjna10729,WBGene00222573,WBGene00014184,ZK1025.4
brugia_malayi_prjna10729,WBGene00222573,WBGene00015984,C18G1.6
brugia_malayi_prjna10729,WBGene00222574,WBGene00003001,lin-12
brugia_malayi_prjna10729,WBGene00222575,WBGene00015993,C18H7.1
brugia_malayi_prjna10729,WBGene00222576,WBGene00002140,inx-18
brugia_malayi_prjna10729,WBGene00222578,,
brugia_malayi_prjna10729,WBGene00222579,WBGene00004507,rpy-1
brugia_malayi_prjna10729,WBGene00222580,WBGene00016006,fln-2
brugia_malayi_prjna10729,WBGene00222581,WBGene00004472,rps-3
brugia_malayi_prjna10729,WBGene00222582,WBGene00004459,rpn-2
brugia_malayi_prjna10729,WBGene00222583,WBGene00016014,C23G10.7
brugia_malayi_prjna10729,WBGene00222584,WBGene00016015,C23G10.8
brugia_malayi_prjna10729,WBGene00222585,WBGene00016018,C23H3.2
brugia_malayi_prjna10729,WBGene00222586,WBGene00016019,ascc-1
brugia_malayi_prjna10729,WBGene00222587,WBGene00016020,sptl-1
brugia_malayi_prjna10729,WBGene00222588,WBGene00006611,tre-5
brugia_malayi_prjna10729,WBGene00222589,WBGene00016022,C23H3.9
brugia_malayi_prjna10729,WBGene00222590,WBGene00000277,cab-1
brugia_malayi_prjna10729,WBGene00222591,WBGene00016029,elf-1
brugia_malayi_prjna10729,WBGene00222592,WBGene00016030,sel-15
brugia_malayi_prjna10729,WBGene00222593,WBGene00016033,C24A3.2
brugia_malayi_prjna10729,WBGene00222593,WBGene00007185,nlp-36
brugia_malayi_prjna10729,WBGene00222594,WBGene00001491,frm-4
brugia_malayi_prjna10729,WBGene00222595,WBGene00000761,coq-1
brugia_malayi_prjna10729,WBGene00222596,WBGene00016045,spas-1
brugia_malayi_prjna10729,WBGene00222597,WBGene00004216,ptr-1
brugia_malayi_prjna10729,WBGene00222598,WBGene00005934,srx-43
brugia_malayi_prjna10729,WBGene00222598,WBGene00005933,srx-42
brugia_malayi_prjna10729,WBGene00222599,,
brugia_malayi_prjna10729,WBGene00222600,WBGene00007696,tram-1
brugia_malayi_prjna10729,WBGene00222601,,
brugia_malayi_prjna10729,WBGene00222602,WBGene00016059,hir-1
brugia_malayi_prjna10729,WBGene00222603,WBGene00016060,mms-19
brugia_malayi_prjna10729,WBGene00222604,,
brugia_malayi_prjna10729,WBGene00222605,WBGene00016062,C24G6.8
brugia_malayi_prjna10729,WBGene00222606,WBGene00016067,C24H10.1
brugia_malayi_prjna10729,WBGene00222607,WBGene00006861,cal-5
brugia_malayi_prjna10729,WBGene00222608,WBGene00007700,C24H11.2
brugia_malayi_prjna10729,WBGene00222608,WBGene00007699,C24H11.1
brugia_malayi_prjna10729,WBGene00222609,WBGene00007702,C24H11.5
brugia_malayi_prjna10729,WBGene00222610,WBGene00007021,immp-1
brugia_malayi_prjna10729,WBGene00222611,WBGene00007703,gbf-1
brugia_malayi_prjna10729,WBGene00222613,WBGene00235102,dib-1
brugia_malayi_prjna10729,WBGene00222614,WBGene00007705,C25A1.1
brugia_malayi_prjna10729,WBGene00222615,WBGene00006447,tag-72
brugia_malayi_prjna10729,WBGene00222616,WBGene00045383,sup-46
brugia_malayi_prjna10729,WBGene00222617,WBGene00007707,fath-1
brugia_malayi_prjna10729,WBGene00222618,WBGene00002153,iars-2
brugia_malayi_prjna10729,WBGene00222619,,
brugia_malayi_prjna10729,WBGene00222620,WBGene00000095,aha-1
brugia_malayi_prjna10729,WBGene00222621,WBGene00018077,F35H12.5
brugia_malayi_prjna10729,WBGene00222621,WBGene00007854,C31H5.1
brugia_malayi_prjna10729,WBGene00222621,WBGene00007711,lid-1
brugia_malayi_prjna10729,WBGene00222622,WBGene00007712,mrpl-34
brugia_malayi_prjna10729,WBGene00222624,WBGene00000100,ajm-1
brugia_malayi_prjna10729,WBGene00222625,WBGene00002233,kqt-1
brugia_malayi_prjna10729,WBGene00222626,WBGene00000786,cpr-6
brugia_malayi_prjna10729,WBGene00222628,,
brugia_malayi_prjna10729,WBGene00222629,WBGene00003155,mcm-3
brugia_malayi_prjna10729,WBGene00222630,,
brugia_malayi_prjna10729,WBGene00222631,WBGene00007718,otub-1
brugia_malayi_prjna10729,WBGene00222632,WBGene00016101,C25E10.12
brugia_malayi_prjna10729,WBGene00222633,WBGene00001006,dlg-1
brugia_malayi_prjna10729,WBGene00222634,WBGene00016106,C25F6.7
brugia_malayi_prjna10729,WBGene00222635,WBGene00007730,C25G4.2
brugia_malayi_prjna10729,WBGene00222636,,
brugia_malayi_prjna10729,WBGene00222637,WBGene00011418,igdb-1
brugia_malayi_prjna10729,WBGene00222637,WBGene00007736,igdb-2
brugia_malayi_prjna10729,WBGene00222638,WBGene00006635,tsp-9
brugia_malayi_prjna10729,WBGene00222640,WBGene00016110,npr-11
brugia_malayi_prjna10729,WBGene00222641,WBGene00016112,C25H3.3
brugia_malayi_prjna10729,WBGene00222641,WBGene00016123,C25H3.14
brugia_malayi_prjna10729,WBGene00222642,WBGene00016113,eif-2D
brugia_malayi_prjna10729,WBGene00222643,WBGene00016115,mdt-26
brugia_malayi_prjna10729,WBGene00222644,WBGene00016116,C25H3.7
brugia_malayi_prjna10729,WBGene00222645,WBGene00016120,C25H3.11
brugia_malayi_prjna10729,WBGene00222646,WBGene00016118,C25H3.9
brugia_malayi_prjna10729,WBGene00222648,WBGene00044391,C25H3.15
brugia_malayi_prjna10729,WBGene00222649,WBGene00016124,dnc-4
brugia_malayi_prjna10729,WBGene00222650,WBGene00003625,nhr-31
brugia_malayi_prjna10729,WBGene00222651,WBGene00016128,elpc-4
brugia_malayi_prjna10729,WBGene00222652,WBGene00016133,C26B9.3
brugia_malayi_prjna10729,WBGene00222653,WBGene00018984,F56F10.1
brugia_malayi_prjna10729,WBGene00222654,WBGene00007042,pbrm-1
brugia_malayi_prjna10729,WBGene00222655,,
brugia_malayi_prjna10729,WBGene00222656,WBGene00000938,dcp-66
brugia_malayi_prjna10729,WBGene00222657,WBGene00012379,Y1A5A.1
brugia_malayi_prjna10729,WBGene00222658,WBGene00007741,glb-8
brugia_malayi_prjna10729,WBGene00222659,,
brugia_malayi_prjna10729,WBGene00222661,WBGene00001159,eff-1
brugia_malayi_prjna10729,WBGene00222661,WBGene00023420,C26D10.7
brugia_malayi_prjna10729,WBGene00222662,,
brugia_malayi_prjna10729,WBGene00222663,WBGene00016139,ntl-9
brugia_malayi_prjna10729,WBGene00222664,WBGene00016140,rpb-2
brugia_malayi_prjna10729,WBGene00222665,WBGene00001499,fsn-1
brugia_malayi_prjna10729,WBGene00222666,WBGene00016142,mrps-18C
brugia_malayi_prjna10729,WBGene00222667,WBGene00006735,ula-1
brugia_malayi_prjna10729,WBGene00222668,,
brugia_malayi_prjna10729,WBGene00222669,WBGene00016145,C26E6.12
brugia_malayi_prjna10729,WBGene00222671,WBGene00004499,rps-30
brugia_malayi_prjna10729,WBGene00222672,WBGene00001719,grl-10
brugia_malayi_prjna10729,WBGene00222673,WBGene00016150,hint-3
brugia_malayi_prjna10729,WBGene00222674,WBGene00007750,syg-2
brugia_malayi_prjna10729,WBGene00222676,,
brugia_malayi_prjna10729,WBGene00222677,WBGene00016151,smc-5
brugia_malayi_prjna10729,WBGene00222678,WBGene00004434,rpl-22
brugia_malayi_prjna10729,WBGene00222679,WBGene00004020,pho-1
brugia_malayi_prjna10729,WBGene00222680,,
brugia_malayi_prjna10729,WBGene00222681,WBGene00000490,che-11
brugia_malayi_prjna10729,WBGene00222682,WBGene00007756,C27A7.5
brugia_malayi_prjna10729,WBGene00222683,WBGene00000429,ceh-2
brugia_malayi_prjna10729,WBGene00222684,WBGene00016158,ari-1.1
brugia_malayi_prjna10729,WBGene00222684,WBGene00013538,ari-1.4
brugia_malayi_prjna10729,WBGene00222684,WBGene00016156,ari-1.3
brugia_malayi_prjna10729,WBGene00222684,WBGene00015924,C17H11.4
brugia_malayi_prjna10729,WBGene00222684,WBGene00016157,ari-1.2
brugia_malayi_prjna10729,WBGene00222685,WBGene00016159,pigo-1
brugia_malayi_prjna10729,WBGene00222686,,
brugia_malayi_prjna10729,WBGene00222687,WBGene00013017,Y48E1C.4
brugia_malayi_prjna10729,WBGene00222688,WBGene00007761,rad-26
brugia_malayi_prjna10729,WBGene00222689,WBGene00004307,rap-1
brugia_malayi_prjna10729,WBGene00222690,,
brugia_malayi_prjna10729,WBGene00222691,WBGene00007774,C27C12.4
brugia_malayi_prjna10729,WBGene00222692,WBGene00018745,F53C3.1
brugia_malayi_prjna10729,WBGene00222692,WBGene00007777,C27D8.1
brugia_malayi_prjna10729,WBGene00222692,WBGene00012731,Y39G8C.2
brugia_malayi_prjna10729,WBGene00222693,,
brugia_malayi_prjna10729,WBGene00222694,WBGene00001209,egl-45
brugia_malayi_prjna10729,WBGene00222695,WBGene00006809,unc-77
brugia_malayi_prjna10729,WBGene00222696,WBGene00016167,vps-22
brugia_malayi_prjna10729,WBGene00222697,WBGene00016170,tmem-131
brugia_malayi_prjna10729,WBGene00222698,WBGene00016171,C27F2.10
brugia_malayi_prjna10729,WBGene00222699,WBGene00045063,Y37A1A.4
brugia_malayi_prjna10729,WBGene00222700,WBGene00003966,pdl-1
brugia_malayi_prjna10729,WBGene00222701,WBGene00016173,fust-1
brugia_malayi_prjna10729,WBGene00222702,WBGene00001129,dyf-13
brugia_malayi_prjna10729,WBGene00222703,WBGene00001594,glc-4
brugia_malayi_prjna10729,WBGene00222704,,
brugia_malayi_prjna10729,WBGene00222705,WBGene00007190,rmd-3
brugia_malayi_prjna10729,WBGene00222705,WBGene00011501,rmd-1
brugia_malayi_prjna10729,WBGene00222705,WBGene00020070,rmd-6
brugia_malayi_prjna10729,WBGene00222705,WBGene00007786,rmd-2
brugia_malayi_prjna10729,WBGene00222705,WBGene00012976,sup-35
brugia_malayi_prjna10729,WBGene00222706,,
brugia_malayi_prjna10729,WBGene00222707,WBGene00004995,spp-10
brugia_malayi_prjna10729,WBGene00222708,WBGene00001566,acdh-13
brugia_malayi_prjna10729,WBGene00222710,WBGene00000509,cka-1
brugia_malayi_prjna10729,WBGene00222711,WBGene00016184,glb-9
brugia_malayi_prjna10729,WBGene00222712,WBGene00016188,sec-15
brugia_malayi_prjna10729,WBGene00222714,WBGene00016192,bcl-7
brugia_malayi_prjna10729,WBGene00222715,WBGene00016194,C28H8.3
brugia_malayi_prjna10729,WBGene00222716,WBGene00016196,C28H8.5
brugia_malayi_prjna10729,WBGene00222717,WBGene00016389,C34B2.4
brugia_malayi_prjna10729,WBGene00222717,WBGene00018000,F33D11.1
brugia_malayi_prjna10729,WBGene00222718,WBGene00016200,dpff-1
brugia_malayi_prjna10729,WBGene00222719,WBGene00001018,dnc-2
brugia_malayi_prjna10729,WBGene00222720,WBGene00002985,lig-1
brugia_malayi_prjna10729,WBGene00222722,,
brugia_malayi_prjna10729,WBGene00222723,,
brugia_malayi_prjna10729,WBGene00222724,WBGene00016202,kle-2
brugia_malayi_prjna10729,WBGene00222725,WBGene00004303,ran-2
brugia_malayi_prjna10729,WBGene00222727,WBGene00002827,let-653
brugia_malayi_prjna10729,WBGene00222728,WBGene00001150,ech-1.1
brugia_malayi_prjna10729,WBGene00222728,WBGene00020347,ech-1.2
brugia_malayi_prjna10729,WBGene00222729,WBGene00016210,C29F5.1
brugia_malayi_prjna10729,WBGene00222731,,
brugia_malayi_prjna10729,WBGene00222732,WBGene00003931,pat-4
brugia_malayi_prjna10729,WBGene00222734,WBGene00004680,rars-2
brugia_malayi_prjna10729,WBGene00222735,WBGene00004346,rgs-3
brugia_malayi_prjna10729,WBGene00222736,WBGene00004342,rfs-1
brugia_malayi_prjna10729,WBGene00222739,WBGene00016244,C30B5.2
brugia_malayi_prjna10729,WBGene00222740,WBGene00001481,fog-1
brugia_malayi_prjna10729,WBGene00222742,WBGene00194710,mks-2
brugia_malayi_prjna10729,WBGene00222743,,
brugia_malayi_prjna10729,WBGene00222744,WBGene00004460,rpn-3
brugia_malayi_prjna10729,WBGene00222745,WBGene00006830,unc-103
brugia_malayi_prjna10729,WBGene00222746,,
brugia_malayi_prjna10729,WBGene00222747,WBGene00002213,kin-32
brugia_malayi_prjna10729,WBGene00222748,WBGene00016260,rege-1
brugia_malayi_prjna10729,WBGene00222749,WBGene00016264,C30F12.5
brugia_malayi_prjna10729,WBGene00222750,WBGene00044176,C30G7.2
brugia_malayi_prjna10729,WBGene00222751,,
brugia_malayi_prjna10729,WBGene00222753,WBGene00019717,trx-3
brugia_malayi_prjna10729,WBGene00222754,WBGene00015510,erp-44.2
brugia_malayi_prjna10729,WBGene00222755,WBGene00016283,zmp-3
brugia_malayi_prjna10729,WBGene00222756,WBGene00006404,tag-10
brugia_malayi_prjna10729,WBGene00222757,WBGene00007836,C31C9.2
brugia_malayi_prjna10729,WBGene00222758,WBGene00007848,cytb-5.1
brugia_malayi_prjna10729,WBGene00222759,WBGene00007849,tbc-19
brugia_malayi_prjna10729,WBGene00222760,WBGene00016289,lntl-1
brugia_malayi_prjna10729,WBGene00222761,WBGene00016292,tbc-7
brugia_malayi_prjna10729,WBGene00222762,,
brugia_malayi_prjna10729,WBGene00222763,WBGene00016294,C31H2.4
brugia_malayi_prjna10729,WBGene00222764,WBGene00007859,mrps-31
brugia_malayi_prjna10729,WBGene00222765,WBGene00007860,rilp-1
brugia_malayi_prjna10729,WBGene00222766,,
brugia_malayi_prjna10729,WBGene00222767,WBGene00003114,mab-23
brugia_malayi_prjna10729,WBGene00222768,WBGene00004860,sma-6
brugia_malayi_prjna10729,WBGene00222769,WBGene00016311,efr-3
brugia_malayi_prjna10729,WBGene00222770,WBGene00016313,set-4
brugia_malayi_prjna10729,WBGene00222771,WBGene00020875,T28A11.13
brugia_malayi_prjna10729,WBGene00222771,WBGene00016316,C32D5.8
brugia_malayi_prjna10729,WBGene00222771,WBGene00020613,T20D4.7
brugia_malayi_prjna10729,WBGene00222771,WBGene00019349,trx-5
brugia_malayi_prjna10729,WBGene00222772,WBGene00020875,T28A11.13
brugia_malayi_prjna10729,WBGene00222772,WBGene00016316,C32D5.8
brugia_malayi_prjna10729,WBGene00222772,WBGene00020613,T20D4.7
brugia_malayi_prjna10729,WBGene00222772,WBGene00019349,trx-5
brugia_malayi_prjna10729,WBGene00222773,WBGene00016321,tppp-1
brugia_malayi_prjna10729,WBGene00222774,WBGene00016323,pmlr-1
brugia_malayi_prjna10729,WBGene00222775,,
brugia_malayi_prjna10729,WBGene00222776,WBGene00004368,ric-19
brugia_malayi_prjna10729,WBGene00222777,WBGene00004224,ptr-10
brugia_malayi_prjna10729,WBGene00222778,WBGene00006751,unc-11
brugia_malayi_prjna10729,WBGene00222779,WBGene00016326,ubr-1
brugia_malayi_prjna10729,WBGene00222780,WBGene00016328,pde-5
brugia_malayi_prjna10729,WBGene00222781,,
brugia_malayi_prjna10729,WBGene00222782,WBGene00004771,sem-2
brugia_malayi_prjna10729,WBGene00222783,WBGene00016331,obr-4
brugia_malayi_prjna10729,WBGene00222784,WBGene00003020,lin-35
brugia_malayi_prjna10729,WBGene00222785,WBGene00001974,hmg-4
brugia_malayi_prjna10729,WBGene00222785,WBGene00001973,hmg-3
brugia_malayi_prjna10729,WBGene00222787,WBGene00007877,nfki-1
brugia_malayi_prjna10729,WBGene00222788,WBGene00007878,C33A11.2
brugia_malayi_prjna10729,WBGene00222789,WBGene00006462,svh-5
brugia_malayi_prjna10729,WBGene00222790,WBGene00007880,C33A12.1
brugia_malayi_prjna10729,WBGene00222791,WBGene00007886,ethe-1
brugia_malayi_prjna10729,WBGene00222792,WBGene00006444,shn-1
brugia_malayi_prjna10729,WBGene00222793,WBGene00016341,mtq-2
brugia_malayi_prjna10729,WBGene00222794,WBGene00001252,elt-4
brugia_malayi_prjna10729,WBGene00222794,WBGene00001250,elt-2
brugia_malayi_prjna10729,WBGene00222795,WBGene00001366,exc-5
brugia_malayi_prjna10729,WBGene00222796,,
brugia_malayi_prjna10729,WBGene00222797,WBGene00000451,ceh-30
brugia_malayi_prjna10729,WBGene00222797,WBGene00000452,ceh-31
brugia_malayi_prjna10729,WBGene00222798,WBGene00016352,tbck-1
brugia_malayi_prjna10729,WBGene00222799,,
brugia_malayi_prjna10729,WBGene00222800,,
brugia_malayi_prjna10729,WBGene00222801,WBGene00001116,dyc-1
brugia_malayi_prjna10729,WBGene00222802,WBGene00007903,lgc-21
brugia_malayi_prjna10729,WBGene00222803,WBGene00007904,C33G3.4
brugia_malayi_prjna10729,WBGene00222804,WBGene00016373,swd-2.1
brugia_malayi_prjna10729,WBGene00222804,WBGene00016374,swd-2.2
brugia_malayi_prjna10729,WBGene00222805,WBGene00016376,sec-10
brugia_malayi_prjna10729,WBGene00222806,WBGene00044326,tag-322
brugia_malayi_prjna10729,WBGene00222807,WBGene00016378,imp-3
brugia_malayi_prjna10729,WBGene00222808,,
brugia_malayi_prjna10729,WBGene00222811,,
brugia_malayi_prjna10729,WBGene00222812,WBGene00016390,ttc-1
brugia_malayi_prjna10729,WBGene00222813,WBGene00016393,C34B2.8
brugia_malayi_prjna10729,WBGene00222814,WBGene00016395,spcs-1
brugia_malayi_prjna10729,WBGene00222815,WBGene00003143,max-1
brugia_malayi_prjna10729,WBGene00222816,,
brugia_malayi_prjna10729,WBGene00222817,WBGene00007912,figo-1
brugia_malayi_prjna10729,WBGene00222818,,
brugia_malayi_prjna10729,WBGene00222819,WBGene00008430,hgap-2
brugia_malayi_prjna10729,WBGene00222820,WBGene00007916,C34C6.3
brugia_malayi_prjna10729,WBGene00222821,WBGene00007917,C34C6.4
brugia_malayi_prjna10729,WBGene00222822,,
